,station_code,station_actual,station_new,Zone,State,Name,Longitude,Latitude
0,MONR,MOHANUR,MOHANUR Tamil Nadu,Southern Railway,Tamil Nadu,"Mohanur, Tamil Nadu 637015, India",78.1388344,11.0604257
0,TPP,TOPPUR,TOPPUR Tamil Nadu,South Western Railway,Tamil Nadu,"Thoppur, Tamil Nadu, India",78.0573284,11.9394904
0,TNGL,Toranagallu,Toranagallu Karnataka,South Western Railway,Karnataka,"Toranagallu, Karnataka 583123, India",76.6586928,15.2026796
0,JN,Aunlajori Jn,Aunlajori Jn Gujarat,Western Railway,Gujarat,"Gujarat, India",71.5723953,22.6708317
0,MAQ,Mangaluru Cntl,Mangaluru Cntl Karnataka,Southern Railway,Karnataka,"Mangaluru, Karnataka, India",74.8559568,12.9141417
0,HR,HARPALU,HARPALU Rajasthan,North Western Railway,Rajasthan,"Harpalu, Kalri, Rajasthan 331301, India",75.4909709,28.5690889
0,RET,RENTIA,RENTIA Gujarat,Western Railway,Gujarat,"Gujarat, India",71.5723953,22.6708317
0,RPI,Rupaheli,Rupaheli Rajasthan,North Western Railway,Rajasthan,"Roopaheli, Rajasthan, India",74.6341875,25.7878971
0,CMX,Chamagram,Chamagram West Bengal,Eastern Railway,West Bengal,"Chamagram, Sujapur, West Bengal 732206, India",88.1035078,24.9174409
0,SWR,Suladhal,Suladhal Jharkhand,South Eastern Railway,Jharkhand,"Jharkhand, India",85.2722472,23.6913486
0,MROA,Mora,Mora Uttar Pradesh,North Central Railway,Uttar Pradesh,"Mora, Uttar Pradesh, India",77.5791358,27.5231382
0,KND,Kandra,Kandra Jharkhand,South Eastern Railway,Jharkhand,"Kandra, Jharkhand, India",86.0504111,22.8481542
0,BNU,Bandakpur,Bandakpur Madhya Pradesh,West Central Railway,Madhya Pradesh,"Bandakpur, Madhya Pradesh, India",79.5743915,23.8457518
0,TIG,Titlagarh,Titlagarh Odisha,East Coast Railway,Odisha,"Titilagarh, Odisha 767033, India",83.1466077,20.28709
0,MYU,Mayanoor,Mayanoor Tamil Nadu,Southern Railway,Tamil Nadu,"Mayanur, Tamil Nadu 639108, India",78.2369116,10.9556813
0,MRT,Mathura Cant,Mathura Cant Uttar Pradesh,North Eastern Railway,Uttar Pradesh,"Mathura Cantonment, Mathura, Uttar Pradesh 281001, India",77.6936948,27.475654
0,KQA,Kondagunta,Kondagunta Andhra Pradesh,South Central Railway,Andhra Pradesh,"Kondagunta, Andhra Pradesh 524101, India",79.7939506,14.0827266
0,JN,Alnavar Jn,Alnavar Jn Gujarat,Western Railway,Gujarat,"Gujarat, India",71.5723953,22.6708317
0,ACLE,Azimganj City,Azimganj City West Bengal,Eastern Railway,West Bengal,"Jiaganj Azimganj, West Bengal, India",88.2607188,24.2351094
0,CKB,Chauth Ka Brwra,Chauth Ka Brwra Rajasthan,North Western Railway,Rajasthan,"Chauth Ka Barwara, Rajasthan 322702, India",76.1530255,26.0505368
0,PPZ,Peddampet,Peddampet Telangana,South Central Railway,Telangana,"Peddampet, Telangana 505208, India",79.432412,18.7992813
0,BRJN,Brajrajnagar,Brajrajnagar Odisha,South East Central Railway,Odisha,"Brajrajnagar, Odisha, India",83.9175926,21.8284575
0,CNB,Kanapur,Kanapur Uttar Pradesh,North Central Railway,Uttar Pradesh,"Kanpur Nagar, Uttar Pradesh, India",80.2321313,26.4148245
0,PRP,Paharpur,Paharpur Bihar,East Central Railway,Bihar,"Paharpur, Bihar, India",85.207537,24.6174342
0,LLJ,Lalganj,Lalganj Uttar Pradesh,Northern Railway,Uttar Pradesh,"Lalganj, Uttar Pradesh 229206, India",80.9705292,26.1650564
0,PTJ,Podanur Jn,Podanur Jn Tamil Nadu,Southern Railway,Tamil Nadu,"Podanur Junction, Amman Nagar, Podanur, Tamil Nadu 641111, India",76.9888003,10.9643079
0,MV,Mayiladuturai J,Mayiladuturai J Tamil Nadu,Southern Railway,Tamil Nadu,"Mayiladuthurai, Tamil Nadu 609001, India",79.6525686,11.1017705
0,PYOL,PAYYOLI,PAYYOLI Kerala,Southern Railway,Kerala,"Payyoli, Kerala 673522, India",75.6202619,11.5156462
0,TRO,Tirora,Tirora Maharashtra,South East Central Railway,Maharashtra,"Tirora, Maharashtra, India",79.9309055,21.4068321
0,SMAE,SAMUDRAGARH,SAMUDRAGARH West Bengal,Eastern Railway,West Bengal,"Samudragarh, West Bengal 713519, India",88.3227935,23.3371849
0,SM,Samsi,Samsi West Bengal,North Frontier Railway,West Bengal,"Samsi, West Bengal 732139, India",88.0039972,25.2734916
0,JAM,Jam Wanthali,Jam Wanthali Gujarat,Western Railway,Gujarat,"Jam Wanthali, Gujarat 361130, India",70.3256534,22.4339198
0,BGO,BOGRI ROAD,BOGRI ROAD West Bengal,South Eastern Railway,West Bengal,"Bogri Road, Ekaria, Kasua, West Bengal 721121, India",87.3260241,22.8819642
0,GKJ,Moterjhar,Moterjhar Assam,North Frontier Railway,Assam,"Moterjhar, Assam 783334, India",89.8724368,26.1421646
0,HOL,Hol,Hol Maharashtra,Western Railway,Maharashtra,"Hol, Maharashtra, India",76.2305308,18.7159813
0,BXQ,BRUNDAMAL,BRUNDAMAL Odisha,East Coast Railway,Odisha,"Brundamal, Odisha, India",84.0326033,21.8029478
0,BV,Babhnan,Babhnan Uttar Pradesh,North Eastern Railway,Uttar Pradesh,"Babhnan, Uttar Pradesh, India",82.5023464,26.9331861
0,KHRI,KHARKHARI,KHARKHARI Jharkhand,South Eastern Railway,Jharkhand,"Kharkharee, Jharkhand, India",86.2418893,23.779467
0,CDG,Chandigarh,Chandigarh Chandigarh,Northern Railway,Chandigarh,"Chandigarh, India",76.7794179,30.7333148
0,SLI,Sangli,Sangli Maharashtra,Central Railway,Maharashtra,"Sangli, Maharashtra, India",74.5814773,16.8523973
0,MHDB,MAHADIA PH,MAHADIA PH Odisha,Null,Odisha,"Mahadia, Odisha, India",86.826427,21.5264859
0,KLSP,KUSHAL PURA,KUSHAL PURA Haryana,North Western Railway,Haryana,"Kushal Pura, Haryana 127201, India",75.7596791,28.4727384
0,NLV,Nalbari,Nalbari Assam,North Frontier Railway,Assam,"Nalbari, Assam, India",91.4410527,26.4446185
0,NLPD,NALLAPADU,NALLAPADU Andhra Pradesh,South Central Railway,Andhra Pradesh,"Nallapadu, Andhra Pradesh 522005, India",80.3867417,16.2990649
0,JUL,JHULASAN,JHULASAN Gujarat,Western Railway,Gujarat,"Jhulasan, Gujarat, India",72.474632,23.3292624
0,BPRS,Bhogpur Sirwal,Bhogpur Sirwal Punjab,Northern Railway,Punjab,"Bhogpur, Punjab 144201, India",75.6409015,31.5513951
0,SNO,Somanur,Somanur Tamil Nadu,Southern Railway,Tamil Nadu,"Somanur, Tamil Nadu 641668, India",77.1846617,11.0873413
0,BQI,Bommidi,Bommidi Tamil Nadu,Southern Railway,Tamil Nadu,"B. Mallapuram, Tamil Nadu 635301, India",78.2572869,11.9950867
0,MNC,MADANKATA,MADANKATA Jharkhand,Eastern Railway,Jharkhand,"Madankata, Sirsiya, Jharkhand 815353, India",86.7039924,24.1645619
0,CRK,Charkhera,Charkhera Madhya Pradesh,West Central Railway,Madhya Pradesh,"Charkhera, Madhya Pradesh 461228, India",77.1729605,22.3664404
0,CYN,Cheriyanad,Cheriyanad Kerala,Southern Railway,Kerala,"Cheriyanad, Kerala, India",76.5843577,9.277268
0,PBN,Parbhani Jn,Parbhani Jn Maharashtra,South Central Railway,Maharashtra,"Parbhani, Maharashtra, India",76.774776,19.2608384
0,KLBG,Kalaburagi,Kalaburagi Karnataka,Central Railway,Karnataka,"Kalaburagi, Karnataka, India",76.8342957,17.329731
0,LUR,Latur,Latur Maharashtra,Central Railway,Maharashtra,"Latur, Maharashtra, India",76.5603828,18.4087934
0,GOLE,Gole,Gole Rajasthan,North Western Railway,Rajasthan,"Gol, Rajasthan 303511, India",76.3926668,26.6377273
0,JVN,Joravarnagar,Joravarnagar Gujarat,Western Railway,Gujarat,"Joravarnagar, Hariom Nagar, Surendranagar, Gujarat 363020, India",71.63828,22.7125523
0,GJD,Gujhandi,Gujhandi Jharkhand,East Central Railway,Jharkhand,"Gujhandi, Jharkhand 825409, India",85.4659195,24.5009699
0,SKGH,Saktesgarh,Saktesgarh Uttar Pradesh,North Central Railway,Uttar Pradesh,"Saktesgarh, Rampur Shakteshgar, Uttar Pradesh 231311, India",82.833333,24.9833329
0,ADTP,JAMADOBU,JAMADOBU Jharkhand,South Eastern Railway,Jharkhand,"Jharkhand, India",85.2722472,23.6913486
0,DDX,DHAMDHAMIA,DHAMDHAMIA Jharkhand,Eastern Railway,Jharkhand,"Dhamdhamia, Jharkhand, India",87.7628028,24.9483232
0,REJ,REJINAGAR,REJINAGAR West Bengal,Eastern Railway,West Bengal,"Rejinagar, West Bengal 742163, India",88.2546358,23.8501267
0,BKPR,BAKASPUR,BAKASPUR Jharkhand,South Eastern Railway,Jharkhand,"Bakaspur, Jharkhand, India",84.9583449,22.9778574
0,DHAE,DAINHAT,DAINHAT West Bengal,Eastern Railway,West Bengal,"Dainhat, West Bengal 713502, India",88.1718237,23.6052951
0,SHDR,Shadhoragaon,Shadhoragaon Madhya Pradesh,West Central Railway,Madhya Pradesh,"Shadhoragaon - Miyana Rd, Madhya Pradesh, India",77.5880429,24.7186581
0,KMX,Komatipalli,Komatipalli Andhra Pradesh,East Coast Railway,Andhra Pradesh,"Komatipalli, Andhra Pradesh 535558, India",83.3956308,18.6021368
0,BGS,Begu Sarai,Begu Sarai Bihar,East Central Railway,Bihar,"Begusarai, Bihar, India",86.1751759,25.5184039
0,NBI,Nadbai,Nadbai Rajasthan,North Central Railway,Rajasthan,"Nadbai, Rajasthan 321602, India",77.2038203,27.2127282
0,PANP,Pandavapura,Pandavapura Karnataka,South Western Railway,Karnataka,"Pandavapura, Karnataka, India",76.6642853,12.4928616
0,VRG,Vikramnagar,Vikramnagar Madhya Pradesh,Western Railway,Madhya Pradesh,"Vikram Nagar, Madhya Pradesh, India",79.3620439,23.1623891
0,MHH,Maghar,Maghar Uttar Pradesh,North Eastern Railway,Uttar Pradesh,"Maghar, Uttar Pradesh, India",83.1277242,26.7557109
0,PVN,Pavunur,Pavunur Tamil Nadu,Southern Railway,Tamil Nadu,"Pavunjur, Tamil Nadu 603312, India",80.0120679,12.4657521
0,KRKR,KURKURA,KURKURA Jharkhand,South Eastern Railway,Jharkhand,"Kurkura, Jharkhand 835201, India",84.9245146,22.7955795
0,KRMR,Karimnagar,Karimnagar Telangana,South Central Railway,Telangana,"Karimnagar, Telangana, India",79.1288412,18.4385553
0,PTRU,Patratu,Patratu Jharkhand,East Central Railway,Jharkhand,"Patratu, Jharkhand, India",85.3060865,23.6599802
0,TKT,TIKKOTTI,TIKKOTTI Kerala,Southern Railway,Kerala,"Thikkoti, Kerala 673529, India",75.6238949,11.4951664
0,BNXR,Bidhan Nagar,Bidhan Nagar West Bengal,Eastern Railway,West Bengal,"Bidhan Nagar, West Bengal, India",88.2388162,26.494137
0,LMNR,Lakshmibai Ngr,Lakshmibai Ngr Madhya Pradesh,Western Railway,Madhya Pradesh,"Laxmi Bai Nagar, Indore, Madhya Pradesh 452006, India",75.8412484,22.7269846
0,KIY,KALAYAT,KALAYAT Haryana,Northern Railway,Haryana,"Kalayat, Haryana 136117, India",76.2508086,29.6764997
0,AGTL,Migrendisa,Migrendisa Tripura,North Frontier Railway,Tripura,"Tripura, India",91.6760691,23.5638643
0,LP,Lalapet,Lalapet Tamil Nadu,Southern Railway,Tamil Nadu,"Lalapettai, Tamil Nadu 639105, India",78.3372839,10.9494079
0,KQU,Kamarkundu,Kamarkundu West Bengal,Eastern Railway,West Bengal,"Kamarkundu, West Bengal 712407, India",88.2059418,22.8258277
0,PHD,Phaphund,Phaphund Uttar Pradesh,North Central Railway,Uttar Pradesh,"Phaphund, Uttar Pradesh 206247, India",79.4648131,26.5997918
0,PLS,Pipalsana,Pipalsana Uttar Pradesh,North Eastern Railway,Uttar Pradesh,"Pipalsana, Uttar Pradesh 244402, India",78.8241068,28.9308352
0,VNR,DEVANUR,DEVANUR Karnataka,South Western Railway,Karnataka,"Devanur, Karnataka 577175, India",76.0932136,13.4282004
0,PMU,Parmanandpur,Parmanandpur Bihar,East Central Railway,Bihar,"Permanand Pur, Bihar, India",85.1201474,25.7254536
0,NRDP,Nagireddipalli,Nagireddipalli Telangana,South Central Railway,Telangana,"Nagireddypalli, Kajipuram, Telangana 509411, India",77.5941783,16.8859411
0,JN,Ahmadpur Jn,Ahmadpur Jn Gujarat,Western Railway,Gujarat,"Ahamadpur, Gujarat 382305, India",72.8456399,23.2028178
0,MRT,Singarpur,Singarpur Uttar Pradesh,North Eastern Railway,Uttar Pradesh,"Singarpur, Uttar Pradesh 211013, India",81.8429276,25.5434399
0,VRL,Veraval,Veraval Gujarat,Western Railway,Gujarat,"Veraval, Gujarat, India",70.3628516,20.9158979
0,SLRA,Sarla Junction,Sarla Junction Odisha,East Coast Railway,Odisha,"Sarla Junction, Pardhiapali, Odisha 768006, India",84.01471,21.506701
0,MAE,MATHERAN,MATHERAN Maharashtra,Central Railway,Maharashtra,"Matheran, Maharashtra, India",73.271179,18.9886587
0,AGMN,Agomoni,Agomoni Assam,North Frontier Railway,Assam,"Agomani, Assam 783335, India",89.7860849,26.1992935
0,PSAE,PURBASTHALI,PURBASTHALI West Bengal,Eastern Railway,West Bengal,"Purbasthali, West Bengal, India",88.3324332,23.4613033
0,THV,Therubali,Therubali Odisha,East Coast Railway,Odisha,"Therubali, Burujuguda, Odisha 765018, India",83.4403434,19.3288938
0,CCH,Chinchvad,Chinchvad Maharashtra,Central Railway,Maharashtra,"Pimpri-Chinchwad, Maharashtra, India",73.7997094,18.6297811
0,PNHI,PANHAI,PANHAI Uttar Pradesh,North Central Railway,Uttar Pradesh,"Panhai, Unchadeeh, Uttar Pradesh 210208, India",81.20459,25.08295
0,GAO,GAIGAON,GAIGAON Maharashtra,Central Railway,Maharashtra,"Gaigaon, Maharashtra 444109, India",76.8915524,20.7259085
0,PHK,Punarakh,Punarakh Bihar,East Central Railway,Bihar,"Pundarakh, Bihar 803221, India",85.8050955,25.4925516
0,HYB,Hyderabad Decan,Hyderabad Decan Telangana,South Central Railway,Telangana,"Hyderabad, Public Garden Rd, Devi Bagh, Red Hills, Redhills, Hyderabad, Telangana 500001, India",78.4675162,17.3925622
0,SHK,Sheikpura,Sheikpura Bihar,East Central Railway,Bihar,"Sheikhpura, Bihar 811105, India",85.8392151,25.1391653
0,LDU,Lunidhar,Lunidhar Gujarat,Western Railway,Gujarat,"Lunidhar, Gujarat 365460, India",71.1017736,21.7022466
0,GGLE,GANGATIKURI,GANGATIKURI West Bengal,Eastern Railway,West Bengal,"Gangatikuri, West Bengal, India",88.0986241,23.7114989
0,KK,Khadki,Khadki Maharashtra,Central Railway,Maharashtra,"Khadki, Pune, Maharashtra, India",73.8523582,18.5625986
0,VLDE,VALADI,VALADI Tamil Nadu,Southern Railway,Tamil Nadu,"Valadi, Tamil Nadu 621218, India",78.757539,10.8763364
0,PTLI,Pathauli,Pathauli Uttar Pradesh,North Eastern Railway,Uttar Pradesh,"Patholi, Uttar Pradesh, India",77.9324565,27.1597151
0,MRDW,Murdeshwar,Murdeshwar Karnataka,Konkan Railway,Karnataka,"Murdeshwar, Karnataka, India",74.4898633,14.093993
0,AUWA,Auwa,Auwa Rajasthan,North Western Railway,Rajasthan,"Auwa, Rajasthan 306021, India",73.6350963,25.6281682
0,VLI,Vallikunnu,Vallikunnu Kerala,Southern Railway,Kerala,"Vallikkunnu, Kerala 673314, India",75.8446802,11.0927244
0,DVGM,Devgam,Devgam Gujarat,Western Railway,Gujarat,"Devgam, Gujarat 365460, India",71.0690907,21.7613933
0,BUS,Badausa,Badausa Uttar Pradesh,North Central Railway,Uttar Pradesh,"Lekhpal Colony, Badausha, Uttar Pradesh 210202, India",80.6521139,25.2447325
0,GCT,Ghazipur City,Ghazipur City Uttar Pradesh,North Eastern Railway,Uttar Pradesh,"Ghazipur, Uttar Pradesh 233001, India",83.5783078,25.5877901
0,STLI,Sithouli,Sithouli Madhya Pradesh,North Central Railway,Madhya Pradesh,"Sithouli, National Highway 75, Gwalior, Madhya Pradesh 475001, India",78.187264,26.1467638
0,BAPR,Ballupur,Ballupur Uttar Pradesh,North Eastern Railway,Uttar Pradesh,"Ballupur, Uttar Pradesh 271903, India",81.4086665,27.2473976
0,THAN,Than Jn,Than Jn Gujarat,Western Railway,Gujarat,"Thangadh, Gujarat 363530, India",71.2009861,22.5761472
